Date,Category,Product_ID,Units_Sold,Price,Total_Sales
2023-09-11,Clothing,PROD_CLO_808,8,52.19,417.54
2023-09-11,Accessories,PROD_ACC_438,10,24.76,247.56
2023-09-12,Electronics,PROD_ELE_549,22,818.64,18010.09
2023-09-12,Home Appliances,PROD_HOM_764,15,385.54,5783.06
2023-09-12,Clothing,PROD_CLO_794,14,49.4,691.54
2023-09-12,Accessories,PROD_ACC_414,14,25.07,350.97
2023-09-13,Electronics,PROD_ELE_212,3,811.96,2435.88
2023-09-13,Home Appliances,PROD_HOM_113,12,408.6,4903.25
2023-09-13,Clothing,PROD_CLO_793,6,49.31,295.87
2023-09-13,Accessories,PROD_ACC_174,5,24.03,120.13
2023-09-14,Electronics,PROD_ELE_956,14,811.54,11361.57
2023-09-14,Home Appliances,PROD_HOM_950,11,382.79,4210.71
2023-09-14,Clothing,PROD_CLO_505,6,48.4,290.38
2023-09-14,Accessories,PROD_ACC_820,10,25.2,251.99
2023-09-15,Electronics,PROD_ELE_474,8,814.83,6518.65
2023-09-15,Home Appliances,PROD_HOM_879,16,407.99,6527.77
2023-09-15,Clothing,PROD_CLO_283,16,50.18,802.87
2023-09-15,Accessories,PROD_ACC_933,13,24.75,321.81
2023-09-16,Electronics,PROD_ELE_686,7,766.28,5363.99
2023-09-16,Home Appliances,PROD_HOM_910,18,383.8,6908.33
2023-09-16,Clothing,PROD_CLO_243,8,51.9,415.24
2023-09-16,Accessories,PROD_ACC_618,23,25.4,584.15
2023-09-17,Electronics,PROD_ELE_280,19,775.73,14738.91
2023-09-17,Home Appliances,PROD_HOM_610,15,391.46,5871.91
2023-09-17,Clothing,PROD_CLO_850,11,51.99,571.86
2023-09-17,Accessories,PROD_ACC_363,24,26.18,628.4
2023-09-18,Electronics,PROD_ELE_884,9,838.03,7542.25
2023-09-18,Home Appliances,PROD_HOM_593,13,417.52,5427.74
2023-09-18,Clothing,PROD_CLO_862,13,48.34,628.43
2023-09-18,Accessories,PROD_ACC_827,8,23.89,191.1
2023-09-19,Electronics,PROD_ELE_291,8,776.58,6212.65
2023-09-19,Home Appliances,PROD_HOM_667,12,388.79,4665.46
2023-09-19,Clothing,PROD_CLO_112,4,49.27,197.07
2023-09-19,Accessories,PROD_ACC_185,7,24.28,169.93
2023-09-20,Electronics,PROD_ELE_994,11,829.17,9120.9
2023-09-20,Home Appliances,PROD_HOM_741,13,383.31,4983.02
2023-09-20,Clothing,PROD_CLO_552,21,51.52,1081.9
2023-09-20,Accessories,PROD_ACC_227,11,25.7,282.72
2023-09-21,Electronics,PROD_ELE_244,19,799.03,15181.51
2023-09-21,Home Appliances,PROD_HOM_589,4,398.38,1593.53
2023-09-21,Clothing,PROD_CLO_629,11,49.24,541.59
2023-09-21,Accessories,PROD_ACC_498,5,26.23,131.15
2023-09-22,Electronics,PROD_ELE_317,15,835.23,12528.5
2023-09-22,Home Appliances,PROD_HOM_944,13,400.91,5211.84
2023-09-22,Clothing,PROD_CLO_543,16,50.94,814.96
2023-09-22,Accessories,PROD_ACC_147,13,24.04,312.55
2023-09-23,Electronics,PROD_ELE_323,7,793.29,5553.04
2023-09-23,Home Appliances,PROD_HOM_976,21,416.13,8738.77
2023-09-23,Clothing,PROD_CLO_409,30,51.85,1555.44
2023-09-23,Accessories,PROD_ACC_171,12,26.18,314.11
2023-09-24,Electronics,PROD_ELE_219,19,770.53,14640.11
2023-09-24,Home Appliances,PROD_HOM_550,18,386.61,6959.02
2023-09-24,Clothing,PROD_CLO_707,6,52.02,312.1
2023-09-24,Accessories,PROD_ACC_346,21,25.19,529.02
2023-09-25,Electronics,PROD_ELE_486,15,780.22,11703.36
2023-09-25,Home Appliances,PROD_HOM_926,16,393.5,6295.99
2023-09-25,Clothing,PROD_CLO_226,21,52.44,1101.29
2023-09-25,Accessories,PROD_ACC_824,13,24.38,316.96
2023-09-26,Electronics,PROD_ELE_656,10,820.13,8201.34
2023-09-26,Home Appliances,PROD_HOM_375,22,404.01,8888.25
2023-09-26,Clothing,PROD_CLO_372,5,49.79,248.96
2023-09-26,Accessories,PROD_ACC_830,11,24.97,274.62
2023-09-27,Electronics,PROD_ELE_328,14,807.2,11300.74
2023-09-27,Home Appliances,PROD_HOM_800,4,410.9,1643.6
2023-09-27,Clothing,PROD_CLO_385,6,50.06,300.39
2023-09-27,Accessories,PROD_ACC_597,9,26.09,234.79
2023-09-28,Electronics,PROD_ELE_705,23,813.95,18720.9
2023-09-28,Home Appliances,PROD_HOM_948,9,381.82,3436.36
2023-09-28,Clothing,PROD_CLO_463,23,49.84,1146.36
2023-09-28,Accessories,PROD_ACC_483,19,24.06,457.11
2023-09-29,Electronics,PROD_ELE_466,9,834.27,7508.44
2023-09-29,Home Appliances,PROD_HOM_942,4,411.84,1647.36
2023-09-29,Clothing,PROD_CLO_336,10,49.83,498.28
2023-09-29,Accessories,PROD_ACC_171,17,26.04,442.64
2023-09-30,Electronics,PROD_ELE_801,23,824.12,18954.66
2023-09-30,Home Appliances,PROD_HOM_782,10,410.03,4100.31
2023-09-30,Clothing,PROD_CLO_952,12,50.89,610.64
2023-09-30,Accessories,PROD_ACC_489,16,26.07,417.17
2023-10-01,Electronics,PROD_ELE_921,17,826.15,14044.53
2023-10-01,Home Appliances,PROD_HOM_326,14,411.01,5754.14
2023-10-01,Clothing,PROD_CLO_162,6,52.31,313.84
2023-10-01,Accessories,PROD_ACC_767,14,26.08,365.16
2023-10-02,Electronics,PROD_ELE_649,18,785.4,14137.27
2023-10-02,Home Appliances,PROD_HOM_343,13,403.99,5251.81
2023-10-02,Clothing,PROD_CLO_368,11,49.2,541.19
2023-10-02,Accessories,PROD_ACC_204,9,25.45,229.01
2023-10-03,Electronics,PROD_ELE_454,6,784.95,4709.7
2023-10-03,Home Appliances,PROD_HOM_895,13,383.16,4981.05
2023-10-03,Clothing,PROD_CLO_559,9,50.21,451.85
2023-10-03,Accessories,PROD_ACC_469,10,26.1,260.97
2023-10-04,Electronics,PROD_ELE_610,15,795.9,11938.53
2023-10-04,Home Appliances,PROD_HOM_609,6,387.58,2325.45
2023-10-04,Clothing,PROD_CLO_104,4,52.02,208.09
2023-10-04,Accessories,PROD_ACC_563,7,25.64,179.5
2023-10-05,Electronics,PROD_ELE_381,14,813.08,11383.15
2023-10-05,Home Appliances,PROD_HOM_450,25,396.1,9902.41
2023-10-05,Clothing,PROD_CLO_282,11,49.07,539.76
2023-10-05,Accessories,PROD_ACC_677,4,24.85,99.4
2023-10-06,Electronics,PROD_ELE_727,13,829.05,10777.66
2023-10-06,Home Appliances,PROD_HOM_580,9,386.93,3482.4
2023-10-06,Clothing,PROD_CLO_401,16,49.0,784.0
2023-10-06,Accessories,PROD_ACC_988,12,24.16,289.93
2023-10-07,Electronics,PROD_ELE_402,15,787.52,11812.75
2023-10-07,Home Appliances,PROD_HOM_629,12,406.35,4876.16
2023-10-07,Clothing,PROD_CLO_444,25,49.5,1237.44
2023-10-07,Accessories,PROD_ACC_602,10,23.78,237.77
2023-10-08,Electronics,PROD_ELE_410,24,806.15,19347.57
2023-10-08,Home Appliances,PROD_HOM_336,11,384.75,4232.23
2023-10-08,Clothing,PROD_CLO_548,11,50.47,555.22
2023-10-08,Accessories,PROD_ACC_129,16,23.83,381.3
2023-10-09,Electronics,PROD_ELE_990,11,773.8,8511.82
2023-10-09,Home Appliances,PROD_HOM_544,13,391.85,5094.11
2023-10-09,Clothing,PROD_CLO_834,16,48.8,780.77
2023-10-09,Accessories,PROD_ACC_594,12,24.83,297.94
2023-10-10,Electronics,PROD_ELE_210,11,778.12,8559.34
2023-10-10,Home Appliances,PROD_HOM_290,5,390.11,1950.57
2023-10-10,Clothing,PROD_CLO_777,23,51.6,1186.88
2023-10-10,Accessories,PROD_ACC_107,7,24.63,172.39
2023-10-11,Electronics,PROD_ELE_689,8,797.34,6378.68
2023-10-11,Home Appliances,PROD_HOM_465,18,413.64,7445.45
2023-10-11,Clothing,PROD_CLO_894,18,51.62,929.13
2023-10-11,Accessories,PROD_ACC_344,17,24.9,423.26
2023-10-12,Electronics,PROD_ELE_125,11,802.53,8827.78
2023-10-12,Home Appliances,PROD_HOM_631,21,399.02,8379.5
2023-10-12,Clothing,PROD_CLO_884,7,52.36,366.49
2023-10-12,Accessories,PROD_ACC_112,11,25.54,280.91
2023-10-13,Electronics,PROD_ELE_590,18,809.02,14562.43
2023-10-13,Home Appliances,PROD_HOM_436,18,406.47,7316.48
2023-10-13,Clothing,PROD_CLO_531,4,49.52,198.06
2023-10-13,Accessories,PROD_ACC_416,17,25.79,438.37
2023-10-14,Electronics,PROD_ELE_899,10,768.47,7684.7
2023-10-14,Home Appliances,PROD_HOM_925,11,396.53,4361.8
2023-10-14,Clothing,PROD_CLO_935,12,49.48,593.72
2023-10-14,Accessories,PROD_ACC_831,16,24.14,386.27
2023-10-15,Electronics,PROD_ELE_857,9,804.56,7241.07
2023-10-15,Home Appliances,PROD_HOM_270,13,400.1,5201.26
2023-10-15,Clothing,PROD_CLO_603,6,51.93,311.59
2023-10-15,Accessories,PROD_ACC_224,19,26.04,494.78
2023-10-16,Electronics,PROD_ELE_981,11,785.19,8637.05
2023-10-16,Home Appliances,PROD_HOM_522,12,411.24,4934.86
2023-10-16,Clothing,PROD_CLO_449,22,50.79,1117.39
2023-10-16,Accessories,PROD_ACC_593,10,26.11,261.08
2023-10-17,Electronics,PROD_ELE_245,12,780.09,9361.12
2023-10-17,Home Appliances,PROD_HOM_707,19,399.36,7587.86
2023-10-17,Clothing,PROD_CLO_990,12,49.13,589.51
2023-10-17,Accessories,PROD_ACC_750,19,24.43,464.17
2023-10-18,Electronics,PROD_ELE_908,26,791.61,20581.92
2023-10-18,Home Appliances,PROD_HOM_825,8,393.83,3150.66
2023-10-18,Clothing,PROD_CLO_979,4,49.5,198.0
2023-10-18,Accessories,PROD_ACC_862,12,24.41,292.98
2023-10-19,Electronics,PROD_ELE_332,6,769.63,4617.79
2023-10-19,Home Appliances,PROD_HOM_182,11,387.25,4259.72
2023-10-19,Clothing,PROD_CLO_129,7,50.23,351.63
2023-10-19,Accessories,PROD_ACC_336,14,24.15,338.11
2023-10-20,Electronics,PROD_ELE_593,10,831.84,8318.37
2023-10-20,Home Appliances,PROD_HOM_738,19,393.62,7478.81
2023-10-20,Clothing,PROD_CLO_696,4,48.67,194.7
2023-10-20,Accessories,PROD_ACC_602,9,26.12,235.09
2023-10-21,Electronics,PROD_ELE_909,7,834.12,5838.82
2023-10-21,Home Appliances,PROD_HOM_430,7,382.02,2674.17
2023-10-21,Clothing,PROD_CLO_957,9,47.64,428.79
2023-10-21,Accessories,PROD_ACC_590,13,25.7,334.15
2023-10-22,Electronics,PROD_ELE_857,23,789.13,18149.97
2023-10-22,Home Appliances,PROD_HOM_382,8,382.48,3059.8
2023-10-22,Clothing,PROD_CLO_674,38,49.37,1876.2
2023-10-22,Accessories,PROD_ACC_240,16,23.98,383.73
2023-10-23,Electronics,PROD_ELE_903,21,785.4,16493.49
2023-10-23,Home Appliances,PROD_HOM_189,10,383.5,3835.04
2023-10-23,Clothing,PROD_CLO_712,17,50.63,860.75
2023-10-23,Accessories,PROD_ACC_881,16,24.45,391.19
2023-10-24,Electronics,PROD_ELE_530,3,798.75,2396.25
2023-10-24,Home Appliances,PROD_HOM_560,18,402.11,7237.99
2023-10-24,Clothing,PROD_CLO_384,22,52.05,1145.19
2023-10-24,Accessories,PROD_ACC_930,8,25.58,204.68
2023-10-25,Electronics,PROD_ELE_967,5,764.53,3822.67
2023-10-25,Home Appliances,PROD_HOM_570,14,395.68,5539.47
2023-10-25,Clothing,PROD_CLO_633,8,48.8,390.39
2023-10-25,Accessories,PROD_ACC_940,8,25.99,207.91
2023-10-26,Electronics,PROD_ELE_434,10,830.01,8300.09
2023-10-26,Home Appliances,PROD_HOM_387,11,385.64,4242.09
2023-10-26,Clothing,PROD_CLO_686,7,50.78,355.47
2023-10-26,Accessories,PROD_ACC_935,10,23.96,239.55
2023-10-27,Electronics,PROD_ELE_706,14,795.56,11137.87
2023-10-27,Home Appliances,PROD_HOM_589,11,384.69,4231.6
2023-10-27,Clothing,PROD_CLO_514,16,50.04,800.57
2023-10-27,Accessories,PROD_ACC_387,8,26.21,209.7
2023-10-28,Electronics,PROD_ELE_884,6,809.5,4857.01
2023-10-28,Home Appliances,PROD_HOM_206,32,380.94,12190.12
2023-10-28,Clothing,PROD_CLO_509,9,51.4,462.58
2023-10-28,Accessories,PROD_ACC_706,24,25.8,619.1
2023-10-29,Electronics,PROD_ELE_280,6,812.17,4873.0
2023-10-29,Home Appliances,PROD_HOM_717,10,411.66,4116.59
2023-10-29,Clothing,PROD_CLO_894,28,48.26,1351.25
2023-10-29,Accessories,PROD_ACC_916,6,26.11,156.66
2023-10-30,Electronics,PROD_ELE_895,23,790.25,18175.71
2023-10-30,Home Appliances,PROD_HOM_877,17,380.74,6472.5
2023-10-30,Clothing,PROD_CLO_473,12,50.81,609.67
2023-10-30,Accessories,PROD_ACC_345,15,24.38,365.67
2023-10-31,Electronics,PROD_ELE_382,9,816.11,7345.0
2023-10-31,Home Appliances,PROD_HOM_259,12,419.88,5038.52
2023-10-31,Clothing,PROD_CLO_957,15,48.13,721.98
2023-10-31,Accessories,PROD_ACC_604,13,25.31,328.99
2023-11-01,Electronics,PROD_ELE_485,21,817.94,17176.75
2023-11-01,Home Appliances,PROD_HOM_293,40,412.22,16488.84
2023-11-01,Clothing,PROD_CLO_721,28,49.31,1380.79
2023-11-01,Accessories,PROD_ACC_827,33,25.85,853.04
2023-11-02,Electronics,PROD_ELE_553,31,772.05,23933.7
2023-11-02,Home Appliances,PROD_HOM_121,12,419.66,5035.9
2023-11-02,Clothing,PROD_CLO_195,19,50.53,960.02
2023-11-02,Accessories,PROD_ACC_247,7,25.84,180.91
2023-11-03,Electronics,PROD_ELE_798,28,781.76,21889.18
2023-11-03,Home Appliances,PROD_HOM_203,15,406.47,6097.1
2023-11-03,Clothing,PROD_CLO_436,27,51.14,1380.89
2023-11-03,Accessories,PROD_ACC_416,23,25.84,594.39
2023-11-04,Electronics,PROD_ELE_409,29,833.94,24184.27
2023-11-04,Home Appliances,PROD_HOM_872,38,399.96,15198.44
2023-11-04,Clothing,PROD_CLO_305,23,48.94,1125.65
2023-11-04,Accessories,PROD_ACC_344,34,25.98,883.25
2023-11-05,Electronics,PROD_ELE_289,12,771.86,9262.29
2023-11-05,Home Appliances,PROD_HOM_350,28,412.61,11553.11
2023-11-05,Clothing,PROD_CLO_936,55,49.4,2716.99
2023-11-05,Accessories,PROD_ACC_171,32,24.31,778.06
2023-11-06,Electronics,PROD_ELE_665,17,766.48,13030.21
2023-11-06,Home Appliances,PROD_HOM_153,17,396.19,6735.21
2023-11-06,Clothing,PROD_CLO_228,30,49.88,1496.47
2023-11-06,Accessories,PROD_ACC_951,7,24.97,174.81
2023-11-07,Electronics,PROD_ELE_287,9,789.17,7102.56
2023-11-07,Home Appliances,PROD_HOM_463,13,406.66,5286.64
2023-11-07,Clothing,PROD_CLO_342,27,51.52,1391.05
2023-11-07,Accessories,PROD_ACC_784,17,26.24,446.02
2023-11-08,Electronics,PROD_ELE_151,25,782.76,19569.08
2023-11-08,Home Appliances,PROD_HOM_953,36,404.68,14568.63
2023-11-08,Clothing,PROD_CLO_851,14,52.32,732.44
2023-11-08,Accessories,PROD_ACC_398,10,24.95,249.46
2023-11-09,Electronics,PROD_ELE_650,24,764.56,18349.49
2023-11-09,Home Appliances,PROD_HOM_538,10,403.42,4034.24
2023-11-09,Clothing,PROD_CLO_709,28,52.16,1460.56
2023-11-09,Accessories,PROD_ACC_983,20,24.43,488.59
2023-11-10,Electronics,PROD_ELE_427,10,838.16,8381.63
2023-11-10,Home Appliances,PROD_HOM_475,18,385.43,6937.7
2023-11-10,Clothing,PROD_CLO_145,8,52.06,416.45
2023-11-10,Accessories,PROD_ACC_988,15,24.54,368.09
2023-11-11,Electronics,PROD_ELE_622,27,796.33,21501.04
2023-11-11,Home Appliances,PROD_HOM_314,35,417.39,14608.62
2023-11-11,Clothing,PROD_CLO_637,24,52.35,1256.32
2023-11-11,Accessories,PROD_ACC_566,28,23.91,669.34
2023-11-12,Electronics,PROD_ELE_513,15,796.14,11942.09
2023-11-12,Home Appliances,PROD_HOM_178,15,396.03,5940.42
2023-11-12,Clothing,PROD_CLO_658,22,49.44,1087.6
2023-11-12,Accessories,PROD_ACC_343,18,24.86,447.39
2023-11-13,Electronics,PROD_ELE_377,18,835.24,15034.33
2023-11-13,Home Appliances,PROD_HOM_268,5,418.18,2090.91
2023-11-13,Clothing,PROD_CLO_919,22,48.06,1057.23
2023-11-13,Accessories,PROD_ACC_287,7,24.07,168.47
2023-11-14,Electronics,PROD_ELE_359,28,815.86,22843.96
2023-11-14,Home Appliances,PROD_HOM_277,7,381.68,2671.75
2023-11-14,Clothing,PROD_CLO_391,28,48.77,1365.6
2023-11-14,Accessories,PROD_ACC_910,10,25.07,250.75
2023-11-15,Electronics,PROD_ELE_512,12,773.77,9285.2
2023-11-15,Home Appliances,PROD_HOM_286,11,386.06,4246.64
2023-11-15,Clothing,PROD_CLO_138,24,52.2,1252.75
2023-11-15,Accessories,PROD_ACC_769,17,25.82,438.96
2023-11-16,Electronics,PROD_ELE_629,33,826.29,27267.64
2023-11-16,Home Appliances,PROD_HOM_554,20,391.08,7821.66
2023-11-16,Clothing,PROD_CLO_848,14,52.35,732.97
2023-11-16,Accessories,PROD_ACC_811,17,25.56,434.44
2023-11-17,Electronics,PROD_ELE_456,10,806.45,8064.52
2023-11-17,Home Appliances,PROD_HOM_132,35,406.89,14241.15
2023-11-17,Clothing,PROD_CLO_345,32,47.61,1523.53
2023-11-17,Accessories,PROD_ACC_640,13,23.78,309.17
2023-11-18,Electronics,PROD_ELE_586,37,808.83,29926.72
2023-11-18,Home Appliances,PROD_HOM_373,18,384.66,6923.85
2023-11-18,Clothing,PROD_CLO_285,41,51.26,2101.69
2023-11-18,Accessories,PROD_ACC_706,10,25.84,258.38
2023-11-19,Electronics,PROD_ELE_197,14,781.16,10936.21
2023-11-19,Home Appliances,PROD_HOM_549,38,382.72,14543.53
2023-11-19,Clothing,PROD_CLO_184,30,49.73,1491.81
2023-11-19,Accessories,PROD_ACC_962,24,24.37,584.84
2023-11-20,Electronics,PROD_ELE_532,40,761.15,30445.86
2023-11-20,Home Appliances,PROD_HOM_761,24,380.84,9140.18
2023-11-20,Clothing,PROD_CLO_542,23,48.92,1125.09
2023-11-20,Accessories,PROD_ACC_989,20,25.11,502.15
2023-11-21,Electronics,PROD_ELE_877,32,771.44,24685.98
2023-11-21,Home Appliances,PROD_HOM_134,23,389.77,8964.63
2023-11-21,Clothing,PROD_CLO_166,26,52.26,1358.81
2023-11-21,Accessories,PROD_ACC_221,17,24.43,415.25
2023-11-22,Electronics,PROD_ELE_235,15,762.06,11430.97
2023-11-22,Home Appliances,PROD_HOM_294,14,400.82,5611.45
2023-11-22,Clothing,PROD_CLO_426,28,48.07,1345.9
2023-11-22,Accessories,PROD_ACC_325,32,25.69,822.22
2023-11-23,Electronics,PROD_ELE_365,16,796.1,12737.53
2023-11-23,Home Appliances,PROD_HOM_811,19,403.57,7667.8
2023-11-23,Clothing,PROD_CLO_799,22,52.42,1153.24
2023-11-23,Accessories,PROD_ACC_945,21,25.64,538.48
2023-11-24,Electronics,PROD_ELE_526,22,815.26,17935.68
2023-11-24,Home Appliances,PROD_HOM_240,17,385.7,6556.94
2023-11-24,Clothing,PROD_CLO_540,22,47.52,1045.46
2023-11-24,Accessories,PROD_ACC_254,23,25.35,583.15
2023-11-25,Electronics,PROD_ELE_167,16,806.37,12901.91
2023-11-25,Home Appliances,PROD_HOM_422,46,419.54,19298.91
2023-11-25,Clothing,PROD_CLO_705,25,49.08,1226.92
2023-11-25,Accessories,PROD_ACC_636,35,24.34,851.98
2023-11-26,Electronics,PROD_ELE_912,14,814.2,11398.85
2023-11-26,Home Appliances,PROD_HOM_687,11,393.28,4326.07
2023-11-26,Clothing,PROD_CLO_246,25,50.74,1268.43
2023-11-26,Accessories,PROD_ACC_637,13,24.56,319.31
2023-11-27,Electronics,PROD_ELE_804,28,799.19,22377.31
2023-11-27,Home Appliances,PROD_HOM_825,11,409.59,4505.46
2023-11-27,Clothing,PROD_CLO_831,11,51.55,567.08
2023-11-27,Accessories,PROD_ACC_388,23,25.58,588.31
2023-11-28,Electronics,PROD_ELE_136,32,774.5,24783.94
2023-11-28,Home Appliances,PROD_HOM_226,24,415.61,9974.53
2023-11-28,Clothing,PROD_CLO_409,37,50.59,1871.94
2023-11-28,Accessories,PROD_ACC_518,12,24.09,289.06
2023-11-29,Electronics,PROD_ELE_313,22,818.41,18005.11
2023-11-29,Home Appliances,PROD_HOM_184,14,397.36,5563.07
2023-11-29,Clothing,PROD_CLO_451,33,51.0,1683.12
2023-11-29,Accessories,PROD_ACC_757,24,26.1,626.32
2023-11-30,Electronics,PROD_ELE_958,17,775.91,13190.39
2023-11-30,Home Appliances,PROD_HOM_187,29,388.98,11280.54
2023-11-30,Clothing,PROD_CLO_446,17,51.0,866.94
2023-11-30,Accessories,PROD_ACC_924,18,25.61,461.01
2023-12-01,Electronics,PROD_ELE_442,33,799.05,26368.79
2023-12-01,Home Appliances,PROD_HOM_728,14,390.45,5466.35
2023-12-01,Clothing,PROD_CLO_597,10,48.94,489.41
2023-12-01,Accessories,PROD_ACC_348,19,24.99,474.82
2023-12-02,Electronics,PROD_ELE_267,32,806.79,25817.16
2023-12-02,Home Appliances,PROD_HOM_454,14,386.98,5417.67
2023-12-02,Clothing,PROD_CLO_801,18,50.11,901.92
2023-12-02,Accessories,PROD_ACC_528,11,24.24,266.65
2023-12-03,Electronics,PROD_ELE_837,10,831.25,8312.53
2023-12-03,Home Appliances,PROD_HOM_822,36,412.41,14846.63
2023-12-03,Clothing,PROD_CLO_580,14,50.36,705.05
2023-12-03,Accessories,PROD_ACC_971,13,24.2,314.64
2023-12-04,Electronics,PROD_ELE_120,24,807.52,19380.57
2023-12-04,Home Appliances,PROD_HOM_972,19,382.7,7271.21
2023-12-04,Clothing,PROD_CLO_699,13,50.39,655.13
2023-12-04,Accessories,PROD_ACC_578,10,24.65,246.51
2023-12-05,Electronics,PROD_ELE_242,17,781.28,13281.76
2023-12-05,Home Appliances,PROD_HOM_168,12,402.3,4827.55
2023-12-05,Clothing,PROD_CLO_704,16,51.93,830.87
2023-12-05,Accessories,PROD_ACC_720,22,23.8,523.54
2023-12-06,Electronics,PROD_ELE_290,16,811.08,12977.27
2023-12-06,Home Appliances,PROD_HOM_216,34,382.28,12997.68
2023-12-06,Clothing,PROD_CLO_407,11,51.29,564.19
2023-12-06,Accessories,PROD_ACC_923,15,24.53,367.97
2023-12-07,Electronics,PROD_ELE_768,19,766.7,14567.26
2023-12-07,Home Appliances,PROD_HOM_296,32,394.96,12638.65
2023-12-07,Clothing,PROD_CLO_282,11,49.14,540.57
2023-12-07,Accessories,PROD_ACC_764,8,24.21,193.65
2023-12-08,Electronics,PROD_ELE_806,27,818.09,22088.4
2023-12-08,Home Appliances,PROD_HOM_686,28,385.89,10804.89
2023-12-08,Clothing,PROD_CLO_566,15,49.49,742.37
2023-12-08,Accessories,PROD_ACC_243,30,24.25,727.4
2023-12-09,Electronics,PROD_ELE_646,47,820.1,38544.81
2023-12-09,Home Appliances,PROD_HOM_566,25,385.73,9643.16
2023-12-09,Clothing,PROD_CLO_243,14,51.44,720.16
2023-12-09,Accessories,PROD_ACC_790,40,24.42,976.74
2023-12-10,Electronics,PROD_ELE_372,15,798.85,11982.78
2023-12-10,Home Appliances,PROD_HOM_106,34,417.05,14179.64
2023-12-10,Clothing,PROD_CLO_314,30,52.06,1561.77
2023-12-10,Accessories,PROD_ACC_538,21,25.46,534.58
2023-12-11,Electronics,PROD_ELE_993,35,779.49,27282.0
2023-12-11,Home Appliances,PROD_HOM_174,9,382.55,3442.93
2023-12-11,Clothing,PROD_CLO_926,18,48.68,876.21
2023-12-11,Accessories,PROD_ACC_211,19,25.93,492.63
2023-12-12,Electronics,PROD_ELE_768,26,838.93,21812.05
2023-12-12,Home Appliances,PROD_HOM_807,29,383.28,11115.08
2023-12-12,Clothing,PROD_CLO_382,39,47.77,1862.96
2023-12-12,Accessories,PROD_ACC_329,8,24.94,199.51
2023-12-13,Electronics,PROD_ELE_583,9,775.14,6976.22
2023-12-13,Home Appliances,PROD_HOM_482,17,400.44,6807.56
2023-12-13,Clothing,PROD_CLO_545,16,51.05,816.75
2023-12-13,Accessories,PROD_ACC_546,10,25.85,258.47
2023-12-14,Electronics,PROD_ELE_123,36,830.34,29892.33
2023-12-14,Home Appliances,PROD_HOM_149,13,384.5,4998.55
2023-12-14,Clothing,PROD_CLO_370,20,52.31,1046.14
2023-12-14,Accessories,PROD_ACC_875,8,25.33,202.63
2023-12-15,Electronics,PROD_ELE_587,35,783.86,27435.16
2023-12-15,Home Appliances,PROD_HOM_321,34,385.57,13109.39
2023-12-15,Clothing,PROD_CLO_335,9,49.35,444.11
2023-12-15,Accessories,PROD_ACC_197,28,24.61,689.09
2023-12-16,Electronics,PROD_ELE_864,24,800.44,19210.6
2023-12-16,Home Appliances,PROD_HOM_491,22,385.53,8481.77
2023-12-16,Clothing,PROD_CLO_667,15,50.82,762.24
2023-12-16,Accessories,PROD_ACC_696,27,24.79,669.27
2023-12-17,Electronics,PROD_ELE_733,25,825.62,20640.51
2023-12-17,Home Appliances,PROD_HOM_947,10,385.49,3854.94
2023-12-17,Clothing,PROD_CLO_961,23,50.8,1168.49
2023-12-17,Accessories,PROD_ACC_424,18,24.53,441.52
2023-12-18,Electronics,PROD_ELE_796,28,793.5,22217.88
2023-12-18,Home Appliances,PROD_HOM_711,7,380.01,2660.06
2023-12-18,Clothing,PROD_CLO_521,4,48.34,193.36
2023-12-18,Accessories,PROD_ACC_629,23,23.92,550.14
2023-12-19,Electronics,PROD_ELE_359,7,769.53,5386.72
2023-12-19,Home Appliances,PROD_HOM_782,31,393.95,12212.55
2023-12-19,Clothing,PROD_CLO_327,28,48.05,1345.48
2023-12-19,Accessories,PROD_ACC_563,27,26.24,708.37
2023-12-20,Electronics,PROD_ELE_112,24,763.12,18314.8
2023-12-20,Home Appliances,PROD_HOM_212,17,412.1,7005.63
2023-12-20,Clothing,PROD_CLO_757,35,51.89,1816.05
2023-12-20,Accessories,PROD_ACC_897,16,25.43,406.86
2023-12-21,Electronics,PROD_ELE_245,11,824.65,9071.1
2023-12-21,Home Appliances,PROD_HOM_681,28,402.5,11269.92
2023-12-21,Clothing,PROD_CLO_981,31,49.49,1534.29
2023-12-21,Accessories,PROD_ACC_573,19,24.42,463.94
2023-12-22,Electronics,PROD_ELE_631,8,761.46,6091.7
2023-12-22,Home Appliances,PROD_HOM_939,18,382.75,6889.43
2023-12-22,Clothing,PROD_CLO_182,13,50.19,652.44
2023-12-22,Accessories,PROD_ACC_927,14,25.14,351.94
2023-12-23,Electronics,PROD_ELE_225,14,838.2,11734.8
2023-12-23,Home Appliances,PROD_HOM_653,29,409.5,11875.4
2023-12-23,Clothing,PROD_CLO_570,9,49.07,441.66
2023-12-23,Accessories,PROD_ACC_539,25,25.86,646.52
2023-12-24,Electronics,PROD_ELE_581,17,786.1,13363.74
2023-12-24,Home Appliances,PROD_HOM_996,13,410.44,5335.66
2023-12-24,Clothing,PROD_CLO_996,19,48.36,918.83
2023-12-24,Accessories,PROD_ACC_627,34,25.59,870.22
2023-12-25,Electronics,PROD_ELE_164,22,776.98,17093.62
2023-12-25,Home Appliances,PROD_HOM_270,12,417.39,5008.7
2023-12-25,Clothing,PROD_CLO_913,26,48.94,1272.57
2023-12-25,Accessories,PROD_ACC_689,27,24.73,667.8
